ID,主要技能名稱,課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長,語言
643,PyTorch,IBM AI Engineering,4.6,22K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ai-engineer,IBM AI Engineering,"Model Evaluation, Unsupervised Learning, Retrieval-Augmented Generation, Large Language Modeling, Data Science, Supervised Learning, Generative Model Architectures, Machine Learning, Computer Vision, LLM Application, Transfer Learning",Machine Learning with Python | Introduction to Deep Learning & Neural Networks with Keras | Deep Learning with Keras and Tensorflow | Introduction to Neural Networks and PyTorch | Deep Learning with PyTorch | AI Capstone Project with Deep Learning  | Generative AI and LLMs: Architecture and Data Preparation | Gen AI Foundational Models for NLP & Language Understanding | Generative AI Language Modeling with Transformers | Generative AI Engineering and Fine-Tuning Transformers | Generative AI Advance Fine-Tuning for LLMs  | Fundamentals of AI Agents Using RAG and LangChain | Project: Generative AI Applications with RAG and LangChain,,Starts Feb 17,P4M,P4M,en
644,PyTorch,Deep Learning with PyTorch : Image Segmentation,4.4,228 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/deep-learning-with-pytorch-image-segmentation,"Deep Learning with PyTorch : Image Segmentation ",,,,,,,en
645,PyTorch,PyTorch: Advanced Architectures and Deployment,5,9 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/pytorch-advanced-architectures-and-deployment,PyTorch: Advanced Architectures and Deployment,"Computer Vision, Convolutional Neural Networks, PyTorch (Machine Learning Library), Deep Learning, Generative AI, Software Visualization, Transfer Learning, Model Deployment, MLOps (Machine Learning Operations), Model Evaluation",,,Starts Feb 17,,,
646,PyTorch,Foundations and Core Concepts of PyTorch,4.5,48 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-foundations-and-core-concepts-of-pytorch-jmkne,Foundations and Core Concepts of PyTorch,"Artificial Intelligence, Regression Analysis, PyTorch (Machine Learning Library), Data Preprocessing, Development Environment, Artificial Neural Networks, Performance Tuning, Python Programming, Software Installation, Machine Learning, Deep Learning, System Configuration, Model Evaluation",,,Starts Feb 17,,,
647,PyTorch,IBM Generative AI Engineering,4.6,98K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-generative-ai-engineering,IBM Generative AI Engineering,"Model Evaluation, Unsupervised Learning, Retrieval-Augmented Generation, Large Language Modeling, Data Import/Export, Supervised Learning, Generative Model Architectures, Prompt Patterns, Exploratory Data Analysis, Data Analysis, LLM Application, Responsible AI","Introduction to Artificial Intelligence (AI) | Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Building Generative AI-Powered Applications with Python | Data Analysis with Python | Machine Learning with Python | Introduction to Deep Learning & Neural Networks with Keras | Generative AI and LLMs: Architecture and Data Preparation | Gen AI Foundational Models for NLP & Language Understanding | Generative AI Language Modeling with Transformers | Generative AI Engineering and Fine-Tuning Transformers | Generative AI Advance Fine-Tuning for LLMs  | Fundamentals of AI Agents Using RAG and LangChain | Project: Generative AI Applications with RAG and LangChain",,Starts Feb 17,P6M,P6M,en
648,Shell,Hands-on Introduction to Linux Commands and Shell Scripting,4.6,1.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/hands-on-introduction-to-linux-commands-and-shell-scripting,Hands-on Introduction to Linux Commands and Shell Scripting,"Network Protocols, Software Installation, Shell Script, File Systems, Command-Line Interface, Linux Administration, Bash (Scripting Language), Unix Commands, Automation, Unix, OS Process Management, Linux Commands, Operating Systems, Scripting, Linux, File Management, Ubuntu",,,Starts Feb 17,,,
649,Shell,Linux Bash Scripting & Shell Programming,5,7 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/linux-bash-scripting-shell-programming,Linux Bash Scripting & Shell Programming,"File Management, Programming Principles, Interactive Design, File I/O, User Interface (UI), Debugging, Linux Administration, Scripting, Linux Commands, System Configuration, IT Automation, Scripting Languages","Linux Bash Scripting: Automate, Control & Design | Linux Shell Scripting: Build, Automate & Troubleshoot | Bash Shell Scripting: Automate, Process & Analyze",,Starts Feb 17,P1M,P1M,en
650,Shell,Shell Programming Essentials,5,12 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/shell-programming-essentials,Shell Programming Essentials,"Unix Shell, Bash (Scripting Language), File I/O, Programming Principles, Shell Script, Linux Commands, Unix Commands, Scripting Languages, Unix, File Systems, Command-Line Interface, File Management, Scripting, Linux",,,Starts Feb 17,,,
651,Shell,Unix and Bash for Beginners,4,112 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/unix-and-bash-for-beginners,Unix and Bash for Beginners,"User Accounts, Version Control, OS Process Management, Network Monitoring, Package and Software Management, Containerization, TCP/IP, File Systems",Unix System Basics | Bash Scripting and System Configuration | Connecting to Devices and Networks | Container Creation and Orchestration Basics,,Starts Feb 17,P2M,P2M,en
652,Shell,Linux: Introduction to Shell Scripting for DevOps,4.6,84 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/intro-shell-bash-scripting-devops,Linux: Introduction to Shell Scripting for DevOps,,,,,,,en
653,Shell,IBM DevOps and Software Engineering,4.6,65K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/devops-and-software-engineering,IBM DevOps and Software Engineering,"Software Engineering, Test Driven Development (TDD), DevOps, Cloud Deployment, Application Deployment, Software Architecture, Continuous Integration, Cloud Computing Architecture, Data Import/Export, CI/CD, Application Development, User Story, Linux Commands, Software Development Life Cycle","Introduction to DevOps | Introduction to Cloud Computing | Introduction to Agile Development and Scrum | Introduction to Software Engineering | Getting Started with Git and GitHub | Hands-on Introduction to Linux Commands and Shell Scripting | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Introduction to Containers w/ Docker, Kubernetes & OpenShift | Application Development using Microservices and Serverless  | Introduction to Test and Behavior Driven Development | Continuous Integration and Continuous Delivery (CI/CD) | Application Security for Developers and DevOps Professionals | Monitoring and Observability for Development and DevOps | DevOps Capstone Project",,Starts Feb 17,P6M,P6M,en
654,Shell,IBM Data Engineering,4.6,62K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-data-engineer,IBM Data Engineering,"Professional Networking, SQL, Database Design, Database Administration, Data Warehousing, Extract, Transform, Load, Web Scraping, Data Store, Data Import/Export, Data Science, Data Analysis, IBM Cognos Analytics, Linux Commands","Introduction to Data Engineering | Python for Data Science, AI & Development | Python Project for Data Engineering | Introduction to Relational Databases (RDBMS) | Databases and SQL for Data Science with Python | Hands-on Introduction to Linux Commands and Shell Scripting | Relational Database Administration (DBA) | ETL and Data Pipelines with Shell, Airflow and Kafka | Data Warehouse Fundamentals | BI Dashboards with IBM Cognos Analytics and Google Looker | Introduction to NoSQL Databases | Introduction to Big Data with Spark and Hadoop | Machine Learning with Apache Spark | Data Engineering Capstone Project | Generative AI: Elevate your Data Engineering Career  | Data Engineering Career Guide and Interview Preparation",,Starts Feb 17,P6M,P6M,en
655,Shell,Advanced Embedded Linux Development,4.4,169 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/advanced-embedded-linux-development,Advanced Embedded Linux Development,"Software Testing, Peripheral Devices, Agile Methodology, Scrum (Software Development), Agile Software Development, Electrical Engineering, Debugging, Embedded Systems, Linux Administration, Internet Of Things, System Programming, File Systems",Linux System Programming and Introduction to Buildroot | Linux Kernel Programming and Introduction to Yocto Project | Linux Embedded System Topics and Projects,,Starts Feb 17,P4M,P4M,en
656,Shell,Google Cloud Cybersecurity,4.5,411 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-cloud-cybersecurity-certificate,Google Cloud Cybersecurity,"Incident Management, Continuous Monitoring, Event Monitoring, Cyber Operations, Cyber Risk, Threat Management, Computer Security Incident Management, Google Cloud Platform, DevSecOps, Vulnerability Management, Cybersecurity, Identity and Access Management, Intrusion Detection and Prevention, Cyber Attacks, Cloud Security, Disaster Recovery, Risk Management Framework, Cyber Threat Hunting","Introduction to Security Principles in Cloud Computing | Strategies for Cloud Security Risk Management | Cloud Security Risks: Identify and Protect Against Threats | Detect, Respond, and Recover from Cloud Cybersecurity Attacks | Put It All Together: Prepare for a Cloud Security Analyst Job",,Starts Feb 17,P2M,P2M,en
657,Shell,High-Performance and Parallel Computing,3.8,171 reviews,Advanced · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/high-performance-parallel-computing,"High-Performance and Parallel Computing ","Cloud Development, Scalability, Performance Tuning, Programming Principles, C and C++, Distributed Computing, Communication Systems, Software Architecture, File I/O, Computer Architecture, Big Data, Scripting, File Systems",Introduction to High-Performance and Parallel Computing | Efficient Programming | Parallel Computing with MPI,,Starts Feb 17,P1M,P1M,en
658,Shell,"ETL and Data Pipelines with Shell, Airflow and Kafka",4.5,448 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/etl-and-data-pipelines-shell-airflow-kafka,"ETL and Data Pipelines with Shell, Airflow and Kafka","Data Migration, Performance Tuning, Web Scraping, Shell Script, Data Transformation, Big Data, Extract, Transform, Load, Data Pipelines, Data Warehousing, Scalability, Data Mart, Apache Airflow, Unix Shell, Data Processing, Data Integration, Apache Kafka",,,Starts Feb 17,,,
659,Shell,"BI Foundations with SQL, ETL and Data Warehousing",4.6,25K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/bi-foundations-sql-etl-data-warehouse,"BI Foundations with SQL, ETL and Data Warehousing","Star Schema, Data Warehousing, Extract, Transform, Load, Databases, Stored Procedure, Data Pipelines, Interactive Data Visualization, Business Intelligence, IBM Cognos Analytics, Linux Commands, Data Visualization, File Management, SQL","Hands-on Introduction to Linux Commands and Shell Scripting | Databases and SQL for Data Science with Python | ETL and Data Pipelines with Shell, Airflow and Kafka | Data Warehouse Fundamentals | BI Dashboards with IBM Cognos Analytics and Google Looker",,Starts Feb 17,P2M,P2M,en
660,PL/SQL,Oracle PL/SQL 21c: Programming & Triggers,4.6,9 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/oracle-plsql-21c-programming-triggers,Oracle PL/SQL 21c: Programming & Triggers,"Business Logic, SQL, Performance Tuning, Programming Principles, Database Design, Authorization (Computing), Database Management, Data Access, Database Development, Web Services, Data Storage Technologies, Stored Procedure, Data Integrity, Computational Logic","Oracle PLSQL 21c: Apply, Analyze & Build Programs | Master PL/SQL: Apply, Integrate & Optimize Database Logic | Oracle PL/SQL Programming: Apply, Build & Optimize | Oracle PL/SQL: Design & Optimize Subprograms | Oracle PL/SQL Subprograms: Design, Apply & Optimize | Oracle PL/SQL Triggers: Design, Implement & Manage",,Starts Feb 17,P1M,P1M,en
661,PL/SQL,"Oracle PL/SQL Programming: Apply, Build & Optimize",0,0 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/oracle-plsql-programming-apply-build-optimize,"Oracle PL/SQL Programming: Apply, Build & Optimize","Oracle Databases, Database Design, Programming Principles, Maintainability, Data Access, Relational Databases, PL/SQL, Stored Procedure, SQL, Debugging",,,Starts Feb 17,,,
662,PL/SQL,SQL Querying: Fundamentals,0,0 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/sql-querying-fundamentals-lo094029,SQL Querying: Fundamentals,"Relational Databases, Query Languages, SQL, Data Management, Data Analysis Expressions (DAX), Microsoft SQL Servers, Databases, Data Manipulation, Database Design, Database Management, Database Software, Extensible Markup Language (XML), Data Access, Data Import/Export",,,Starts Feb 17,,,
663,PL/SQL,Oracle SQL Databases,4.6,917 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/oracle-sql-databases,Oracle SQL Databases,"Data Management, Data Modeling, SQL, Database Theory, Database Design, Database Management, Databases, Diagram Design, Stored Procedure, Network Architecture, Transaction Processing, Database Architecture and Administration, Data Storage",Oracle Database Foundations | Oracle Database Platform | Oracle SQL Basics | Oracle SQL Proficiency,,Starts Feb 17,P1M,P1M,en
664,PL/SQL,"Master PL/SQL: Apply, Integrate & Optimize Database Logic",0,0 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/master-plsql-apply-integrate-optimize-database-logic,"Master PL/SQL: Apply, Integrate & Optimize Database Logic","Data Integrity, Stored Procedure, Debugging, Scalability, Procedure Development, Database Design, Database Development, SQL, PL/SQL, Business Logic, Relational Databases, Oracle Databases",,,Starts Feb 17,,,
665,PL/SQL,Oracle PL/SQL: Design & Optimize Subprograms,0,0 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/oracle-plsql-design-optimize-subprograms,Oracle PL/SQL: Design & Optimize Subprograms,"SQL, Database Development, Performance Tuning, Database Application, Stored Procedure, Debugging, Maintainability, Oracle Databases, PL/SQL",,,Starts Feb 17,,,
666,PL/SQL,Oracle SQL 21c: Database Design & Query Mastery,4.8,28 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/oracle-sql-21c-database-design-query-mastery,Oracle SQL 21c: Database Design & Query Mastery,"Data Structures, SQL, Performance Tuning, Database Design, Data Integration, Database Management, Databases, Data Manipulation, Case Studies, Pivot Tables And Charts, Analytics, Data Analysis, Business Intelligence, Data Transformation","Master Oracle SQL Developer for Databases & Tables | Mastering Oracle SQL Functions with SQL Developer | Oracle SQL 21c Mastery: Apply, Analyze & Manage Data",,Starts Feb 17,P1M,P1M,en
667,PL/SQL,"Python, Bash and SQL Essentials for Data Engineering",4.5,465 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/python-bash-sql-data-engineering-duke,"Python, Bash and SQL Essentials for Data Engineering","Microservices, SQL, Web Scraping, Version Control, Data Manipulation, Linux Administration, Data Science, Cloud Engineering, Big Data, Linux Commands",Python and Pandas for Data Engineering | Linux and Bash for Data Engineering | Scripting with Python and SQL for Data Engineering | Web Applications and Command-Line Tools for Data Engineering,,Starts Feb 17,P4M,P4M,en
668,PL/SQL,Oracle Database Administration from Zero to Hero,4.6,10 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-oracle-database-administration-from-zero-to-hero,Oracle Database Administration from Zero to Hero,"User Accounts, SQL, Performance Tuning, Patch Management, Database Administration, Database Management, Software Installation, Data Storage Technologies, Data Import/Export, Virtual Environment, Multi-Tenant Cloud Environments, Disaster Recovery, Data Migration, System Configuration, Database Architecture and Administration",Foundations of Oracle Database Administration | Intermediate Oracle Database Administration | Advanced Oracle Database Administration,,Starts Feb 17,P1M,P1M,en
669,PL/SQL,Advanced Relational Database and SQL,4.5,398 reviews,Advanced · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/advanced-rdb-sql,Advanced Relational Database and SQL,,,,,,,en
670,PL/SQL,Oracle DBA 21c: Master Database Administration,0,0 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/oracle-dba-21c-master-database-administration,Oracle DBA 21c: Master Database Administration,"Data Management, User Accounts, SQL, Performance Tuning, Patch Management, Database Design, Database Administration, Database Management, Data Storage Technologies, Stored Procedure, Data Import/Export, Data Integrity, Disaster Recovery, Database Architecture and Administration, Data Storage","Oracle DBA 21c: Design, Manage & Secure Databases | Oracle DBA Training: Architecture, SQL & User Admin | Oracle DBA Mastery: Backup, Recovery & Data Movement",,Starts Feb 17,P1M,P1M,en
671,PL/SQL,Oracle SQL Basics,4.6,334 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/oracle-sql-basics,Oracle SQL Basics,"Database Management, Query Languages, Oracle Databases, Performance Tuning, Database Design, Data Structures, SQL",,,Starts Feb 17,,,
672,Power BI,Microsoft Power BI Data Analyst,4.6,9K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst,Microsoft Power BI Data Analyst,"Advanced Analytics, SQL, Database Design, Data Warehousing, Timelines, Data Manipulation, Statistical Reporting, Data Quality, Data Processing, Data Collection, Business Analytics, Data Integrity, Data Analysis, Business Intelligence, Report Writing, Data Visualization, Data Storage","Preparing  Data for Analysis with Microsoft Excel | Harnessing the Power of Data with Power BI | Extract, Transform and Load Data in Power BI | Data Modeling in Power BI | Data Analysis and Visualization with Power BI | Creative Designing in Power BI  | Deploy and Maintain Power BI Assets and Capstone project | Microsoft PL-300 Exam Preparation and Practice",,Starts Feb 17,P5M,P5M,en
673,Power BI,Microsoft Power BI Developer and Architect,0,0 reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-powerbi-developer-and-architect,Microsoft Power BI Developer and Architect,"Data Management, Data Modeling, Data Governance, Database Design, Regulation and Legal Compliance, Enterprise Security, Automation, Governance, Data Analysis Expressions (DAX), Enterprise Architecture, Interactive Data Visualization, Analytics, Business Reporting, Solution Architecture, Business Intelligence, Performance Analysis, Azure Synapse Analytics","Power BI Fundamentals and Data Modeling | Advanced DAX and Performance Optimization | Interactive Reporting and Visualization in Power BI | Enterprise Power BI: Deployment, Security, and Integration",,Starts Feb 17,P6M,P6M,en
674,Power BI,Data Analysis and Visualization with Power BI,4.7,986 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/data-analysis-and-visualization-with-power-bi,Data Analysis and Visualization with Power BI,"Dashboard, Data Visualization, Data Storytelling, Data Visualization Software, Interactive Data Visualization, Power BI, Data Analysis, Business Intelligence, Advanced Analytics, Data Presentation, Statistical Reporting, Web Content Accessibility Guidelines",,,Starts Feb 17,,,
675,Power BI,"Power BI: Data Analysis, Reporting, and Connecting",0,0 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/power-bi-data-analysis-reporting-connecting-lo095214,"Power BI: Data Analysis, Reporting, and Connecting","Self Service Technologies, Business Reporting, Data Modeling, Business Intelligence, Power BI, Business Intelligence Software, Data Storytelling, Data Analysis Software, Microsoft Excel, Data Integration, Data Management, Microsoft 365, Microsoft PowerPoint, Data Visualization Software, Data Analysis, Microsoft Office",,,Starts Feb 17,,,
676,Power BI,Power BI Fundamentals and Data Modeling,0,0 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/powerbi-fundamentals-and-data-modeling,Power BI Fundamentals and Data Modeling,"Governance, Team Management",,,Starts Feb 17,,,
677,Power BI,Power BI Fundamentals,4.8,230 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/power-bi-fundamentals,Power BI Fundamentals,"Business Intelligence, Data Analysis, Sales, Data Import/Export, Data Storytelling, Data Modeling, Data Visualization Software, Dashboard, Data Transformation, Business Reporting, Power BI, Interactive Data Visualization, Data Analysis Expressions (DAX), Data Sharing, Key Performance Indicators (KPIs)",,,Starts Feb 17,,,
678,Power BI,Power BI for Beginners: Interactive Dashboard Fundamentals,4.7,60 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/power-bi-for-beginners-interactive-dashboard-fundamentals,Power BI for Beginners: Interactive Dashboard Fundamentals,,,,,,,en
679,Power BI,Power BI Essentials: Data Transformation & Modeling with DAX,0,0 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/power-bi-essentials-data-transformation-modeling-with-dax,Power BI Essentials: Data Transformation & Modeling with DAX,"Data Management, Data Strategy, Data Analysis, Business Intelligence, Data Cleansing, Data Modeling, Data Integration, Data Governance, Microsoft Power Platform, Data Transformation, Snowflake Schema, Process Improvement and Optimization, Relationship Management, Data Analysis Expressions (DAX), Data Quality, Database Design, Power BI, Data-Driven Decision-Making, Data Storytelling, Extract, Transform, Load",,,Starts Feb 17,,,
680,Power BI,Power BI & Power Virtual Agents,4.4,45 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/power-bi-and-power-virtual-agents,Power BI & Power Virtual Agents,"Customer Engagement, Microsoft Teams, Data Security, Business Intelligence, Dashboard, Microsoft Power Platform, Performance Analysis, Data Visualization, Power BI, Data Analysis Software, Data Integration, No-Code Development",,,Starts Feb 17,,,
681,Power BI,From Excel to Power BI,4.5,1.7K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/from-excel-to-power-bi,From Excel to Power BI,"Data Quality, Business Reporting, Trend Analysis, Data Synthesis, Data Analysis, Data Manipulation, Business Analytics, Data Management, Power BI, Collaborative Software, Excel Formulas, Data Visualization, Business Intelligence",,,Starts Feb 17,,,
682,Power BI,Unlock Business Insights with Microsoft Excel and Power BI,4.5,760 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/unlock-business-insights-with-microsoft-excel-and-power-bi,Unlock Business Insights with Microsoft Excel and Power BI,"Data Visualization Software, Business Metrics, Data Presentation, Data Processing, Data Collection, Microsoft Copilot, Pivot Tables And Charts, Interactive Data Visualization, Spreadsheet Software, Data Analysis, Business Intelligence, Data Storytelling, Data Visualization, Excel Formulas, Data-Driven Decision-Making, Data Literacy","Data for Business Analysts Using Microsoft Excel | Analysis and Visualization of Data with Power BI | Creative Designing in Power BI  | Unlock the Power of Data with Power BI | Copilot for Power BI ",,Starts Feb 17,P2M,P2M,en
683,Power BI,BI Essentials for Finance Analysts (Power BI Edition),4.8,356 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/bi-essentials-for-finance-professionals-powerbi,BI Essentials for Finance Analysts (Power BI Edition),"Snowflake Schema, Financial Analysis, Data Modeling, SQL, Databases, Data Manipulation, Data Import/Export, Data Analysis Expressions (DAX), Pivot Tables And Charts, Interactive Data Visualization, Business Reporting, Business Intelligence, Data Storytelling, Data Visualization, Excel Formulas, Data Transformation, Financial Statements",Power BI Fundamentals | Intermediate DAX & Time Intelligence | SQL Fundamentals for Data Analysts | Financial Statements in Power BI,,Starts Feb 17,P1M,P1M,en
684,tensorflow,DeepLearning.AI TensorFlow Developer,4.7,25K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/tensorflow-in-practice,DeepLearning.AI TensorFlow Developer,"Convolutional Neural Networks, Time Series Analysis and Forecasting, Image Analysis, Forecasting, Model Evaluation, Natural Language Processing, Artificial Neural Networks, Applied Machine Learning, Embeddings, Deep Learning, Recurrent Neural Networks (RNNs), Machine Learning, Computer Vision, Predictive Modeling, Data Preprocessing, Transfer Learning","Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning | Convolutional Neural Networks in TensorFlow | Natural Language Processing in TensorFlow | Sequences, Time Series and Prediction",,Starts Feb 17,P2M,P2M,en
685,tensorflow,"IBM Deep Learning with PyTorch, Keras and Tensorflow",4.5,4.2K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-deep-learning-with-pytorch-keras-tensorflow,"IBM Deep Learning with PyTorch, Keras and Tensorflow","Convolutional Neural Networks, Image Analysis, Model Evaluation, Artificial Neural Networks, Machine Learning Methods, Unsupervised Learning, Statistical Methods, Deep Learning, Logistic Regression, Recurrent Neural Networks (RNNs), Reinforcement Learning, Data Preprocessing, Transfer Learning","Introduction to Deep Learning & Neural Networks with Keras | Deep Learning with Keras and Tensorflow | Introduction to Neural Networks and PyTorch | Deep Learning with PyTorch | AI Capstone Project with Deep Learning ",,Starts Feb 17,P2M,P2M,en
686,tensorflow,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",4.8,20K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-tensorflow,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning","Machine Learning, Tensorflow, Computer Vision, Deep Learning, Artificial Intelligence, Convolutional Neural Networks, Artificial Neural Networks, Keras (Neural Network Library), Data Preprocessing, Model Evaluation, Image Analysis",,,Starts Feb 17,,,
687,tensorflow,TensorFlow: Advanced Techniques,4.8,1.7K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/tensorflow-advanced-techniques,TensorFlow: Advanced Techniques,"Convolutional Neural Networks, Image Analysis, Performance Tuning, Model Evaluation, Distributed Computing, Artificial Neural Networks, Deep Learning, Network Architecture, Generative Model Architectures, Visualization (Computer Graphics), Computer Vision, Transfer Learning","Custom Models, Layers, and Loss Functions with TensorFlow | Custom and Distributed Training with TensorFlow | Advanced Computer Vision with TensorFlow | Generative Deep Learning with TensorFlow",,Starts Feb 17,P2M,P2M,en
688,tensorflow,TensorFlow 2 for Deep Learning,4.8,721 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/tensorflow2-deeplearning,TensorFlow 2 for Deep Learning,"Convolutional Neural Networks, Probability Distribution, Image Analysis, Model Evaluation, Natural Language Processing, Artificial Neural Networks, Bayesian Statistics, Applied Machine Learning, Deep Learning, Data Pipelines, Supervised Learning, Generative Model Architectures, Recurrent Neural Networks (RNNs), Computer Vision, Data Preprocessing, Transfer Learning",Getting started with TensorFlow 2 | Customising your models with TensorFlow 2 | Probabilistic Deep Learning with TensorFlow 2,,Starts Feb 17,P3M,P3M,en
689,tensorflow,IBM AI Engineering,4.6,22K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ai-engineer,IBM AI Engineering,"Model Evaluation, Unsupervised Learning, Retrieval-Augmented Generation, Large Language Modeling, Data Science, Supervised Learning, Generative Model Architectures, Machine Learning, Computer Vision, LLM Application, Transfer Learning",Machine Learning with Python | Introduction to Deep Learning & Neural Networks with Keras | Deep Learning with Keras and Tensorflow | Introduction to Neural Networks and PyTorch | Deep Learning with PyTorch | AI Capstone Project with Deep Learning  | Generative AI and LLMs: Architecture and Data Preparation | Gen AI Foundational Models for NLP & Language Understanding | Generative AI Language Modeling with Transformers | Generative AI Engineering and Fine-Tuning Transformers | Generative AI Advance Fine-Tuning for LLMs  | Fundamentals of AI Agents Using RAG and LangChain | Project: Generative AI Applications with RAG and LangChain,,Starts Feb 17,P4M,P4M,en
690,tensorflow,Learning TensorFlow: the Hello World of Machine Learning,4,20 reviews,Beginner · Project · Less Than 2 Hours,https://www.coursera.org/projects/googlecloud-learning-tensorflow-the-hello-world-of-machine-learning-063j7,Learning TensorFlow: the Hello World of Machine Learning,,,,,,,en
691,tensorflow,Deep Learning with TensorFlow,0,0 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/packt-deep-learning-with-tensorflow,Deep Learning with TensorFlow,"Convolutional Neural Networks, Time Series Analysis and Forecasting, Image Analysis, Forecasting, Model Evaluation, Natural Language Processing, Artificial Neural Networks, Embeddings, Machine Learning Algorithms, Deep Learning, Supervised Learning, Recurrent Neural Networks (RNNs), Machine Learning, Computer Vision, Predictive Modeling, Predictive Analytics, Transfer Learning",Deep Learning - Artificial Neural Networks with TensorFlow | Deep Learning - Recurrent Neural Networks with TensorFlow | Deep Learning: Convolutional Neural Networks with TensorFlow,,Starts Feb 17,P1M,P1M,en
692,tensorflow,Natural Language Processing in TensorFlow,4.6,6.5K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/natural-language-processing-tensorflow,Natural Language Processing in TensorFlow,"Text Mining, Recurrent Neural Networks (RNNs), Embeddings, Data Preprocessing, Artificial Neural Networks, Natural Language Processing, Machine Learning, Generative AI, Applied Machine Learning, Tensorflow",,,Starts Feb 17,,,
